experiment,run_id,parameter_key,category,in_inventory,current_value,decision,suggested_value,rationale
real_llama4maverick_50,run_039,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence to change this basal rate.
real_llama4maverick_50,run_039,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,No strong evidence to change this basal rate.
real_llama4maverick_50,run_039,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence to change this basal rate.
real_llama4maverick_50,run_039,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,No strong evidence to change this basal rate.
real_llama4maverick_50,run_039,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,No strong evidence to change this basal rate.
real_llama4maverick_50,run_039,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence to change this basal rate.
real_llama4maverick_50,run_039,profile.cr.00_00,profile,True,13 g/U,change,12.5 g/U,Meal effects suggest a potential adjustment in CR.
real_llama4maverick_50,run_039,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,No strong evidence to change this CR.
real_llama4maverick_50,run_039,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,No strong evidence to change this CR.
real_llama4maverick_50,run_039,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,No strong evidence to change this CR.
real_llama4maverick_50,run_039,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,No strong evidence to change this CR.
real_llama4maverick_50,run_039,profile.isf.00_00,profile,True,56 mg/dL/U,keep,56 mg/dL/U,No strong evidence to change ISF.
real_llama4maverick_50,run_039,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,No strong evidence to change target.
real_llama4maverick_50,run_039,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,No strong evidence to change target.
real_llama4maverick_50,run_039,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,No strong evidence to change target.
real_llama4maverick_50,run_039,profile.dia,profile,True,10 h,keep,10 h,DIA seems adequate.
real_llama4maverick_50,run_039,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,SMB/UAM settings are generally appropriate.
real_llama4maverick_50,run_039,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,SMB activation conditions are reasonable.
real_llama4maverick_50,run_039,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,SMB delivery settings are reasonable.
real_llama4maverick_50,run_039,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,keep,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,Safety limits are high but reasonable.
real_llama4maverick_50,run_039,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,Dynamic ISF is enabled and reasonable.
real_llama4maverick_50,run_039,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,Carb absorption settings are reasonable.
real_llama4maverick_50,run_040,profile.basal.00_00,profile,True,0.6 U/h,keep,0.6 U/h,No strong evidence to change.
real_llama4maverick_50,run_040,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence to change.
real_llama4maverick_50,run_040,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,No strong evidence to change.
real_llama4maverick_50,run_040,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence to change.
real_llama4maverick_50,run_040,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,No strong evidence to change.
real_llama4maverick_50,run_040,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,No strong evidence to change.
real_llama4maverick_50,run_040,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence to change.
real_llama4maverick_50,run_040,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,No strong evidence to change.
real_llama4maverick_50,run_040,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,No strong evidence to change.
real_llama4maverick_50,run_040,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,No strong evidence to change.
real_llama4maverick_50,run_040,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,No strong evidence to change.
real_llama4maverick_50,run_040,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,No strong evidence to change.
real_llama4maverick_50,run_040,profile.dia,profile,True,10 h,keep,10 h,No strong evidence to change.
real_llama4maverick_50,run_040,profile.isf.00_00,profile,True,56 mg/dL/U,change,50 mg/dL/U,To improve glucose variability.
real_llama4maverick_50,run_040,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,No strong evidence to change.
real_llama4maverick_50,run_040,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,No strong evidence to change.
real_llama4maverick_50,run_040,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,No strong evidence to change.
real_llama4maverick_50,run_040,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,No strong evidence to change.
real_llama4maverick_50,run_040,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,No strong evidence to change.
real_llama4maverick_50,run_040,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,No strong evidence to change.
real_llama4maverick_50,run_040,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,change,max_basal_u_per_hour=10 U/h; max_iob_units=25 U,To reduce risk of excessive basal rate.
real_llama4maverick_50,run_040,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,No strong evidence to change.
real_llama4maverick_50,run_040,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,No strong evidence to change.
real_llama4maverick_50,run_041,profile.basal.00_00,profile,True,0.6 U/h,keep,0.6 U/h,Basal rate is generally appropriate.
real_llama4maverick_50,run_041,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,Basal rate is generally appropriate.
real_llama4maverick_50,run_041,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,Basal rate is generally appropriate.
real_llama4maverick_50,run_041,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,Basal rate is generally appropriate.
real_llama4maverick_50,run_041,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,Basal rate is generally appropriate.
real_llama4maverick_50,run_041,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,Basal rate is generally appropriate.
real_llama4maverick_50,run_041,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,Basal rate is generally appropriate.
real_llama4maverick_50,run_041,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,CR is generally appropriate.
real_llama4maverick_50,run_041,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,CR is generally appropriate.
real_llama4maverick_50,run_041,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,CR is generally appropriate.
real_llama4maverick_50,run_041,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,CR is generally appropriate.
real_llama4maverick_50,run_041,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,CR is generally appropriate.
real_llama4maverick_50,run_041,profile.isf.00_00,profile,True,56 mg/dL/U,keep,56 mg/dL/U,ISF is generally appropriate.
real_llama4maverick_50,run_041,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,Target is generally appropriate.
real_llama4maverick_50,run_041,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,Target is generally appropriate.
real_llama4maverick_50,run_041,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,Target is generally appropriate.
real_llama4maverick_50,run_041,profile.dia,profile,True,10 h,keep,10 h,DIA is generally appropriate.
real_llama4maverick_50,run_041,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,SMB/UAM settings are generally appropriate.
real_llama4maverick_50,run_041,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,SMB activation conditions are generally appropriate.
real_llama4maverick_50,run_041,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,SMB delivery settings are generally appropriate.
real_llama4maverick_50,run_041,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,change,max_basal_u_per_hour=12 U/h; max_iob_units=15 U,High max IOB could pose a risk; consider lowering it to 15 U.
real_llama4maverick_50,run_041,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,Dynamic ISF is generally appropriate.
real_llama4maverick_50,run_041,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,Carb absorption model settings are generally appropriate.
real_llama4maverick_50,run_042,profile.basal.00_00,profile,True,0.6 U/h,keep,0.6 U/h,Basal rate seems appropriate; evidence from basal targets analysis.
real_llama4maverick_50,run_042,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,Basal rate is part of the profile and seems appropriate.
real_llama4maverick_50,run_042,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,Basal rate is part of the profile and seems appropriate.
real_llama4maverick_50,run_042,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,Basal rate is part of the profile and seems appropriate.
real_llama4maverick_50,run_042,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,Basal rate is part of the profile and seems appropriate.
real_llama4maverick_50,run_042,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,Basal rate is part of the profile and seems appropriate.
real_llama4maverick_50,run_042,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,Basal rate is part of the profile and seems appropriate.
real_llama4maverick_50,run_042,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,CR setting is part of the profile and seems reasonable.
real_llama4maverick_50,run_042,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,CR setting is part of the profile and seems reasonable.
real_llama4maverick_50,run_042,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,CR setting is part of the profile and seems reasonable.
real_llama4maverick_50,run_042,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,CR setting is part of the profile and seems reasonable.
real_llama4maverick_50,run_042,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,CR setting is part of the profile and seems reasonable.
real_llama4maverick_50,run_042,profile.dia,profile,True,10 h,keep,10 h,DIA setting is part of the profile and seems reasonable.
real_llama4maverick_50,run_042,profile.isf.00_00,profile,True,56 mg/dL/U,keep,56 mg/dL/U,ISF setting is part of the profile and seems reasonable.
real_llama4maverick_50,run_042,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,Target is part of the profile and seems appropriate.
real_llama4maverick_50,run_042,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,Target is part of the profile and seems appropriate.
real_llama4maverick_50,run_042,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,Target is part of the profile and seems appropriate.
real_llama4maverick_50,run_042,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,SMB/UAM settings are part of the configuration and seem appropriate.
real_llama4maverick_50,run_042,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,SMB activation conditions are part of the configuration and seem appropriate.
real_llama4maverick_50,run_042,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,SMB delivery settings are part of the configuration and seem appropriate.
real_llama4maverick_50,run_042,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,change,max_basal_u_per_hour=12 U/h; max_iob_units=15 U,High max IOB poses a risk; reducing it to 15 U is safer.
real_llama4maverick_50,run_042,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,Autosens and Dynamic ISF settings are part of the configuration and seem appropriate.
real_llama4maverick_50,run_042,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,Carb absorption model settings are part of the configuration and seem reasonable.
real_llama4maverick_50,run_043,profile.basal.00_00,profile,True,0.6 U/h,change,0.65 U/h,"Evidence from glucose patterns, uncertainty due to limited meal data, dependencies on basal_targets and safety_overview."
real_llama4maverick_50,run_043,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,"No strong evidence for change, dependencies on basal_targets."
real_llama4maverick_50,run_043,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,"No strong evidence for change, dependencies on basal_targets."
real_llama4maverick_50,run_043,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,"No strong evidence for change, dependencies on basal_targets."
real_llama4maverick_50,run_043,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,"No strong evidence for change, dependencies on basal_targets."
real_llama4maverick_50,run_043,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,"No strong evidence for change, dependencies on basal_targets."
real_llama4maverick_50,run_043,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,"No strong evidence for change, dependencies on basal_targets."
real_llama4maverick_50,run_043,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,"No strong evidence for change, dependencies on profile_cr_isf_dia."
real_llama4maverick_50,run_043,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,"No strong evidence for change, dependencies on profile_cr_isf_dia."
real_llama4maverick_50,run_043,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,"No strong evidence for change, dependencies on profile_cr_isf_dia."
real_llama4maverick_50,run_043,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,"No strong evidence for change, dependencies on profile_cr_isf_dia."
real_llama4maverick_50,run_043,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,"No strong evidence for change, dependencies on profile_cr_isf_dia."
real_llama4maverick_50,run_043,profile.isf.00_00,profile,True,56 mg/dL/U,change,55 mg/dL/U,"Evidence from glucose variability and correction bolus responses, dependencies on profile_cr_isf_dia."
real_llama4maverick_50,run_043,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,"No strong evidence for change, dependencies on basal_targets."
real_llama4maverick_50,run_043,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,"No strong evidence for change, dependencies on basal_targets."
real_llama4maverick_50,run_043,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,"No strong evidence for change, dependencies on basal_targets."
real_llama4maverick_50,run_043,profile.dia,profile,True,10 h,keep,10 h,"No strong evidence for change, dependencies on profile_cr_isf_dia."
real_llama4maverick_50,run_043,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,"No strong evidence for change, dependencies on automation_smb_uam."
real_llama4maverick_50,run_043,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,"No strong evidence for change, dependencies on automation_smb_uam."
real_llama4maverick_50,run_043,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,"No strong evidence for change, dependencies on automation_smb_uam."
real_llama4maverick_50,run_043,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,keep,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,"No strong evidence for change, dependencies on automation_sensitivity_limits."
real_llama4maverick_50,run_043,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,"No strong evidence for change, dependencies on automation_sensitivity_limits."
real_llama4maverick_50,run_043,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,"No strong evidence for change, dependencies on meal_ecarbs_absorption."
real_llama4maverick_50,run_044,profile.basal.00_00,profile,True,0.6 U/h,change,0.65 U/h,"Evidence of glucose variability, dependencies on safety_overview and basal_targets."
real_llama4maverick_50,run_044,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence to change.
real_llama4maverick_50,run_044,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,No strong evidence to change.
real_llama4maverick_50,run_044,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence to change.
real_llama4maverick_50,run_044,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,No strong evidence to change.
real_llama4maverick_50,run_044,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,No strong evidence to change.
real_llama4maverick_50,run_044,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence to change.
real_llama4maverick_50,run_044,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,No strong evidence to change.
real_llama4maverick_50,run_044,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,No strong evidence to change.
real_llama4maverick_50,run_044,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,No strong evidence to change.
real_llama4maverick_50,run_044,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,No strong evidence to change.
real_llama4maverick_50,run_044,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,No strong evidence to change.
real_llama4maverick_50,run_044,profile.isf.00_00,profile,True,56 mg/dL/U,keep,56 mg/dL/U,No strong evidence to change.
real_llama4maverick_50,run_044,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,No strong evidence to change.
real_llama4maverick_50,run_044,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,No strong evidence to change.
real_llama4maverick_50,run_044,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,No strong evidence to change.
real_llama4maverick_50,run_044,profile.dia,profile,True,10 h,keep,10 h,No strong evidence to change.
real_llama4maverick_50,run_044,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,SMB/UAM is appropriately enabled.
real_llama4maverick_50,run_044,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,Activation conditions are appropriate.
real_llama4maverick_50,run_044,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,Settings are appropriate for SMB delivery.
real_llama4maverick_50,run_044,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,keep,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,Safety limits are set high but not changed.
real_llama4maverick_50,run_044,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,Dynamic ISF is appropriately enabled.
real_llama4maverick_50,run_044,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,No carb entries to assess absorption.
real_llama4maverick_50,run_045,profile.basal.00_00,profile,True,0.6 U/h,keep,0.6 U/h,Current basal rate is appropriate.
real_llama4maverick_50,run_045,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,Current basal rate is appropriate.
real_llama4maverick_50,run_045,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,Current basal rate is appropriate.
real_llama4maverick_50,run_045,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,Current basal rate is appropriate.
real_llama4maverick_50,run_045,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,Current basal rate is appropriate.
real_llama4maverick_50,run_045,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,Current basal rate is appropriate.
real_llama4maverick_50,run_045,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,Current basal rate is appropriate.
real_llama4maverick_50,run_045,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,Current CR is appropriate.
real_llama4maverick_50,run_045,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,Current CR is appropriate.
real_llama4maverick_50,run_045,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,Current CR is appropriate.
real_llama4maverick_50,run_045,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,Current CR is appropriate.
real_llama4maverick_50,run_045,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,Current CR is appropriate.
real_llama4maverick_50,run_045,profile.dia,profile,True,10 h,keep,10 h,Current DIA is appropriate.
real_llama4maverick_50,run_045,profile.isf.00_00,profile,True,56 mg/dL/U,keep,56 mg/dL/U,Current ISF is appropriate.
real_llama4maverick_50,run_045,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,Current target is appropriate.
real_llama4maverick_50,run_045,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,Current target is appropriate.
real_llama4maverick_50,run_045,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,Current target is appropriate.
real_llama4maverick_50,run_045,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,Current carb absorption model is appropriate.
real_llama4maverick_50,run_045,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,Current sensitivity settings are appropriate.
real_llama4maverick_50,run_045,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,Current SMB activation conditions are appropriate.
real_llama4maverick_50,run_045,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,Current SMB delivery settings are appropriate.
real_llama4maverick_50,run_045,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,Current SMB/UAM settings are appropriate.
real_llama4maverick_50,run_045,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,change,max_basal_u_per_hour=12 U/h; max_iob_units=15 U,High max IOB limit could lead to excessive IOB risk.
real_llama4maverick_50,run_046,profile.basal.00_00,profile,True,0.6 U/h,keep,0.6 U/h,Generally appropriate basal rate. Evidence from basal segment analysis. Low uncertainty. No significant dependencies.
real_llama4maverick_50,run_046,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,Generally appropriate basal rate. Evidence from basal segment analysis. Low uncertainty. No significant dependencies.
